IUk4,VrbFeSg6DZ4,"[3, 6, 10, 28]",
B4lU,woHBewUzC2k,"[0, 1, 27, 192, 294, 331, 1077]","[{'text': 'what is up guys this is phaser and this', 'start': 0.65, 'duration': 4.45}, {'text': 'video is going to be another seed video', 'start': 3.57, 'duration': 2.67}, {'text': 'for you guys tell you about a really', 'start': 5.1, 'duration': 3.419}, {'text': ""awesome seed it's actually really old"", 'start': 6.24, 'duration': 3.75}, {'text': 'seed that a lot of people do know and it', 'start': 8.519, 'duration': 3.511}, {'text': 'is Gargamel so if you do already know', 'start': 9.99, 'duration': 3.54}, {'text': ""the sea don't hate on the video just"", 'start': 12.03, 'duration': 3.75}, {'text': ""because it's old I'm just here telling"", 'start': 13.53, 'duration': 3.6}, {'text': ""people basically they don't know it so"", 'start': 15.78, 'duration': 2.7}, {'text': ""people who are new to exports that don't"", 'start': 17.13, 'duration': 3.33}, {'text': 'really know the seed so the seed is', 'start': 18.48, 'duration': 3.84}, {'text': ""Gargamel which you can see I've written"", 'start': 20.46, 'duration': 3.45}, {'text': 'on the screen there but right again is', 'start': 22.32, 'duration': 4.98}, {'text': 'GA r-ga mdl and I will write that in the', 'start': 23.91, 'duration': 6.779}, {'text': 'description is all lowercase so yeah you', 'start': 27.3, 'duration': 5.34}, {'text': 'can see there Gargamel so if we just', 'start': 30.689, 'duration': 4.111}, {'text': ""starve the world now and I'll speed it"", 'start': 32.64, 'duration': 4.349}, {'text': ""up for you guys so you don't have to"", 'start': 34.8, 'duration': 6.779}, {'text': ""watch it ok so as you can see we've"", 'start': 36.989, 'duration': 7.081}, {'text': 'spawned in here this is actually quite a', 'start': 41.579, 'duration': 4.14}, {'text': ""weird small you don't usually spawn down"", 'start': 44.07, 'duration': 3.899}, {'text': ""here so I'm gonna try and get my way out"", 'start': 45.719, 'duration': 5.131}, {'text': 'of here try what we are on the map was', 'start': 47.969, 'duration': 4.261}, {'text': 'giving us a bit all we at spawn you', 'start': 50.85, 'duration': 5.91}, {'text': ""don't usually spawn down here but I'll"", 'start': 52.23, 'duration': 6.12}, {'text': 'try and take you to the point where you', 'start': 56.76, 'duration': 3.959}, {'text': 'usually spawn so you can see where', 'start': 58.35, 'duration': 3.84}, {'text': 'abouts you should be spawning normally', 'start': 60.719, 'duration': 3.33}, {'text': 'normally useful in just up here just', 'start': 62.19, 'duration': 4.32}, {'text': 'stand on here for some reason is forms', 'start': 64.049, 'duration': 4.201}, {'text': ""in that hole I guess maybe I mean I've"", 'start': 66.51, 'duration': 3.06}, {'text': 'never spawned in there actually but', 'start': 68.25, 'duration': 3.78}, {'text': ""that's a little weird anyway yes so you"", 'start': 69.57, 'duration': 4.619}, {'text': 'can see already that this is like you', 'start': 72.03, 'duration': 4.8}, {'text': 'know some huge really tall like', 'start': 74.189, 'duration': 4.981}, {'text': 'mountains and stuff and it does you know', 'start': 76.83, 'duration': 3.57}, {'text': 'it looks really nice already like you', 'start': 79.17, 'duration': 2.43}, {'text': ""see the whole amount in there that's"", 'start': 80.4, 'duration': 2.609}, {'text': 'pretty much on the only ways out but', 'start': 81.6, 'duration': 3.089}, {'text': ""we're not actually going to go onto the"", 'start': 83.009, 'duration': 3.031}, {'text': ""ground level because I'm to make this"", 'start': 84.689, 'duration': 3.121}, {'text': ""video so it's not too long I'm so just"", 'start': 86.04, 'duration': 3.0}, {'text': 'going to give you a tour of all around', 'start': 87.81, 'duration': 2.73}, {'text': 'the top of here so you can see off of it', 'start': 89.04, 'duration': 4.17}, {'text': ""and see all the views and stuff so we're"", 'start': 90.54, 'duration': 4.98}, {'text': 'going to start by digging out this way', 'start': 93.21, 'duration': 4.56}, {'text': ""I'm just going to literally just sort of"", 'start': 95.52, 'duration': 4.349}, {'text': 'dig up onto the top so that we can walk', 'start': 97.77, 'duration': 4.47}, {'text': 'around it because you is pretty much the', 'start': 99.869, 'duration': 4.261}, {'text': 'easiest way out it saves a lot of time', 'start': 102.24, 'duration': 3.419}, {'text': 'and a lot of effort so you just jump up', 'start': 104.13, 'duration': 3.98}, {'text': 'here and you can see the views from here', 'start': 105.659, 'duration': 5.161}, {'text': 'so this is one the first few to get an', 'start': 108.11, 'duration': 4.42}, {'text': 'ID as you see the chunks loading in it', 'start': 110.82, 'duration': 3.45}, {'text': ""look it's just a really awesome really"", 'start': 112.53, 'duration': 4.619}, {'text': ""nice world it's a really nice seed to"", 'start': 114.27, 'duration': 4.29}, {'text': 'like build your world on and you can', 'start': 117.149, 'duration': 2.61}, {'text': 'build some really cool Houston is', 'start': 118.56, 'duration': 2.46}, {'text': 'already called buildings into like', 'start': 119.759, 'duration': 2.671}, {'text': ""there's a lot of big cliff sides and a"", 'start': 121.02, 'duration': 3.209}, {'text': 'lot of nice areas where you could build', 'start': 122.43, 'duration': 4.56}, {'text': 'stuff some sugar over there actually in', 'start': 124.229, 'duration': 3.961}, {'text': 'the distance that if you can see that on', 'start': 126.99, 'duration': 3.15}, {'text': ""the screen and you know it's just like"", 'start': 128.19, 'duration': 3.78}, {'text': ""this it's a bit like the air the"", 'start': 130.14, 'duration': 3.15}, {'text': 'previously that idea which was the', 'start': 131.97, 'duration': 3.56}, {'text': ""Iglesias seed it's just really nice"", 'start': 133.29, 'duration': 4.08}, {'text': ""landscapes and it's just a really"", 'start': 135.53, 'duration': 3.61}, {'text': 'nice-looking seed and you can see all', 'start': 137.37, 'duration': 3.27}, {'text': 'load in there as well over there and it', 'start': 139.14, 'duration': 3.81}, {'text': 'does have some sort of flatter areas in', 'start': 140.64, 'duration': 4.26}, {'text': ""places it's like in the middle that's a"", 'start': 142.95, 'duration': 3.659}, {'text': ""pretty flower it's quite big flat areas"", 'start': 144.9, 'duration': 3.63}, {'text': 'largely and in the middle of their', 'start': 146.609, 'duration': 5.311}, {'text': ""that's reasonably flat and as we if we"", 'start': 148.53, 'duration': 5.039}, {'text': ""clamp here I'll try stay out of the"", 'start': 151.92, 'duration': 4.17}, {'text': 'clouds that you can see all the time and', 'start': 153.569, 'duration': 3.721}, {'text': ""you can see into here that's where we"", 'start': 156.09, 'duration': 3.569}, {'text': 'just spawn just over there and if we', 'start': 157.29, 'duration': 4.49}, {'text': 'take another little walk around this way', 'start': 159.659, 'duration': 5.64}, {'text': 'being careful not to fall down you can', 'start': 161.78, 'duration': 5.56}, {'text': ""see all around here it's just the same"", 'start': 165.299, 'duration': 3.571}, {'text': ""way around pretty much and we're only"", 'start': 167.34, 'duration': 3.09}, {'text': 'soft in the middle of the map as you can', 'start': 168.87, 'duration': 2.91}, {'text': ""see like we're barely covering anything"", 'start': 170.43, 'duration': 3.239}, {'text': ""it's already like this much landscapes"", 'start': 171.78, 'duration': 5.28}, {'text': 'and this much nice-looking areas and you', 'start': 173.669, 'duration': 4.74}, {'text': ""know it's just it's like this all the"", 'start': 177.06, 'duration': 2.67}, {'text': ""way throughout the map there's really"", 'start': 178.409, 'duration': 3.03}, {'text': ""nice overhangs and there's some really"", 'start': 179.73, 'duration': 4.5}, {'text': 'nice-looking landscapes in this in this', 'start': 181.439, 'duration': 5.461}, {'text': ""seed so it's a really cool place to"", 'start': 184.23, 'duration': 6.209}, {'text': 'build your world shut up cow so yeah', 'start': 186.9, 'duration': 5.009}, {'text': 'this is this is pretty much it this is', 'start': 190.439, 'duration': 2.761}, {'text': ""what I really want to show you guys I'm"", 'start': 191.909, 'duration': 2.76}, {'text': 'not going to go too in depth into the', 'start': 193.2, 'duration': 3.629}, {'text': 'seed I mean you can pretty much work out', 'start': 194.669, 'duration': 3.15}, {'text': 'for yourselves but as you can see', 'start': 196.829, 'duration': 2.731}, {'text': ""there's just really really nice looking"", 'start': 197.819, 'duration': 4.23}, {'text': 'areas as a really big sam biome over', 'start': 199.56, 'duration': 5.489}, {'text': 'here which is really really nice then if', 'start': 202.049, 'duration': 4.711}, {'text': 'we go over onto the next hill you can', 'start': 205.049, 'duration': 3.09}, {'text': 'actually the Sun biome carries on', 'start': 206.76, 'duration': 3.869}, {'text': 'further round if we go through there', 'start': 208.139, 'duration': 5.19}, {'text': ""quick you can see it's up here as well"", 'start': 210.629, 'duration': 5.131}, {'text': ""it looks really nice so I'm just going"", 'start': 213.329, 'duration': 5.701}, {'text': ""to quickly jump up here and you'll be"", 'start': 215.76, 'duration': 5.64}, {'text': 'able to see in a second when I get over', 'start': 219.03, 'duration': 4.65}, {'text': 'this hill the Sun biome carries on right', 'start': 221.4, 'duration': 4.169}, {'text': ""the way around and it's really nice it"", 'start': 223.68, 'duration': 4.649}, {'text': ""looks really good to see I mean that's"", 'start': 225.569, 'duration': 5.13}, {'text': 'just that just looks like amazing like', 'start': 228.329, 'duration': 4.231}, {'text': 'that little hang area over there you', 'start': 230.699, 'duration': 3.51}, {'text': ""could build a house into the air there's"", 'start': 232.56, 'duration': 3.269}, {'text': 'a nice flat land area up there on the', 'start': 234.209, 'duration': 3.571}, {'text': ""hills you could build onto and there's"", 'start': 235.829, 'duration': 3.81}, {'text': 'just so many nice things in this seed', 'start': 237.78, 'duration': 5.159}, {'text': 'but uh it just all really cool actually', 'start': 239.639, 'duration': 5.25}, {'text': ""it's just a really cool to concede"", 'start': 242.939, 'duration': 4.23}, {'text': 'really fun to play on this is what I', 'start': 244.889, 'duration': 4.231}, {'text': 'have my previous wild on which I got', 'start': 247.169, 'duration': 3.57}, {'text': 'griefed and they DNT my house and', 'start': 249.12, 'duration': 3.709}, {'text': 'everything so I started again anyway', 'start': 250.739, 'duration': 4.11}, {'text': 'mainly now I choose my words for', 'start': 252.829, 'duration': 4.33}, {'text': 'tutorials and stuff but I mean yeah I', 'start': 254.849, 'duration': 4.051}, {'text': 'mean you can just see this a really nice', 'start': 257.159, 'duration': 3.121}, {'text': 'flattered I mean this would be a really', 'start': 258.9, 'duration': 2.91}, {'text': 'nice place to build a house you know all', 'start': 260.28, 'duration': 3.09}, {'text': 'these hires around with the war for', 'start': 261.81, 'duration': 3.21}, {'text': 'and you can see their marriage in the', 'start': 263.37, 'duration': 3.03}, {'text': ""distance the chunks haven't loaded but"", 'start': 265.02, 'duration': 2.55}, {'text': ""like I said it's pretty much the same"", 'start': 266.4, 'duration': 2.94}, {'text': ""all around the seed it's really really"", 'start': 267.57, 'duration': 4.08}, {'text': 'nice so I just wanted to share a few', 'start': 269.34, 'duration': 4.44}, {'text': 'guys who may be a neuter minecraft on', 'start': 271.65, 'duration': 4.62}, {'text': 'xbox like I was oh and just you know', 'start': 273.78, 'duration': 4.199}, {'text': ""people who don't know about even if you"", 'start': 276.27, 'duration': 3.69}, {'text': ""play on PC and you're new to pc and you"", 'start': 277.979, 'duration': 3.451}, {'text': ""see this video if you haven't heard"", 'start': 279.96, 'duration': 4.08}, {'text': 'about the seed then you know you can', 'start': 281.43, 'duration': 4.23}, {'text': 'come and see it and you can see this rig', 'start': 284.04, 'duration': 3.659}, {'text': 'nice overhang area here and you know', 'start': 285.66, 'duration': 3.75}, {'text': 'this is some really really nice area so', 'start': 287.699, 'duration': 3.211}, {'text': ""that's all I really want to show you"", 'start': 289.41, 'duration': 3.78}, {'text': 'guys so thanks for watching the video', 'start': 290.91, 'duration': 4.05}, {'text': 'hope you enjoyed it give it a like and a', 'start': 293.19, 'duration': 3.21}, {'text': 'favor you think it if you think it', 'start': 294.96, 'duration': 3.06}, {'text': 'deserves that you know like really helps', 'start': 296.4, 'duration': 2.549}, {'text': ""me out you don't realize how much"", 'start': 298.02, 'duration': 3.119}, {'text': 'actually I get you it helps you get', 'start': 298.949, 'duration': 3.661}, {'text': 'views on your videos and pushes them to', 'start': 301.139, 'duration': 3.451}, {'text': 'the top of the pile and stuff but it', 'start': 302.61, 'duration': 4.92}, {'text': 'really does help me out so thanks for', 'start': 304.59, 'duration': 4.079}, {'text': ""watching and I'll see you on my next"", 'start': 307.53, 'duration': 6.99}, {'text': ""video ok so here's a couple of videos of"", 'start': 308.669, 'duration': 7.62}, {'text': 'mine that you might have missed you one', 'start': 314.52, 'duration': 3.36}, {'text': 'on the left is a tutorial on how to make', 'start': 316.289, 'duration': 3.931}, {'text': ""a really awesome slime spawner it's"", 'start': 317.88, 'duration': 3.9}, {'text': 'basically just covers all the rules that', 'start': 320.22, 'duration': 3.06}, {'text': 'you need to follow to sort of make sure', 'start': 321.78, 'duration': 4.169}, {'text': 'the slimes do spawn and just like the', 'start': 323.28, 'duration': 4.47}, {'text': 'general room size and stuff to help to', 'start': 325.949, 'duration': 4.381}, {'text': 'help the slime spawn properly and the', 'start': 327.75, 'duration': 4.919}, {'text': 'one on the right is my video about the', 'start': 330.33, 'duration': 5.04}, {'text': '1.8 point to update and i also have made', 'start': 332.669, 'duration': 6.511}, {'text': 'a new info video which with a couple of', 'start': 335.37, 'duration': 5.729}, {'text': 'things that have changed so the video on', 'start': 339.18, 'duration': 3.39}, {'text': 'the right will be the main one and then', 'start': 341.099, 'duration': 2.79}, {'text': ""from the video on the right if you'd"", 'start': 342.57, 'duration': 3.24}, {'text': 'like to go and find the new info one', 'start': 343.889, 'duration': 3.75}, {'text': 'then you can go check out as well and', 'start': 345.81, 'duration': 3.9}, {'text': 'subscribe in the top left corner so', 'start': 347.639, 'duration': 3.301}, {'text': ""thanks for watching you guys and I'll"", 'start': 349.71, 'duration': 3.829}, {'text': 'see you next time', 'start': 350.94, 'duration': 2.599}]"
jHlU,XA-yFxuSbKw,"[53, 58, 228]",
gslU,3qRzkZJ2qh8,"[21, 23, 73, 504]","[{'text': ""what's going on guys this is going to be"", 'start': 21.13, 'duration': 5.95}, {'text': 'an iphone 4s / iphone 4 of course it had', 'start': 23.42, 'duration': 6.21}, {'text': 'to be the cdma iphone 4 but this is an', 'start': 27.08, 'duration': 5.01}, {'text': 'unboxing of really none packaging of an', 'start': 29.63, 'duration': 4.77}, {'text': 'iphone 4s case this was sponsored by a', 'start': 32.09, 'duration': 4.62}, {'text': 'e-tech TW go ahead and check out their', 'start': 34.4, 'duration': 3.42}, {'text': 'site the link is below in the', 'start': 36.71, 'duration': 2.849}, {'text': 'description they have many different', 'start': 37.82, 'duration': 3.15}, {'text': 'products no screen protectors and cases', 'start': 39.559, 'duration': 3.57}, {'text': 'stuff like that for the iPhone the iPad', 'start': 40.97, 'duration': 4.409}, {'text': 'so go ahead and definitely check them', 'start': 43.129, 'duration': 3.691}, {'text': 'out and is very nice them to provide', 'start': 45.379, 'duration': 3.511}, {'text': 'this from you to review so of course', 'start': 46.82, 'duration': 3.93}, {'text': 'this is the unboxing and I will have my', 'start': 48.89, 'duration': 3.72}, {'text': 'review video up in a week or so so', 'start': 50.75, 'duration': 3.989}, {'text': ""without any more rambling let's just get"", 'start': 52.61, 'duration': 4.5}, {'text': ""started here I'll just cut in to this"", 'start': 54.739, 'duration': 5.731}, {'text': 'packaging hopefully this is picking up', 'start': 57.11, 'duration': 6.84}, {'text': ""okay and here we go leave install it's"", 'start': 60.47, 'duration': 8.009}, {'text': 'in there superleggera pro hopefully you', 'start': 63.95, 'duration': 7.32}, {'text': 'guys can see that okay this is being', 'start': 68.479, 'duration': 4.561}, {'text': 'recorded with the iphone 4s by the way', 'start': 71.27, 'duration': 3.78}, {'text': ""so i won't be able to put this on and"", 'start': 73.04, 'duration': 3.93}, {'text': ""yet unboxing video moving on we'll get"", 'start': 75.05, 'duration': 4.08}, {'text': 'that little sheet of plastic off so', 'start': 76.97, 'duration': 3.81}, {'text': ""there's just some details on the box"", 'start': 79.13, 'duration': 5.66}, {'text': 'alright so moving further into the box', 'start': 80.78, 'duration': 4.01}, {'text': 'do something like this here all right', 'start': 84.91, 'duration': 8.29}, {'text': ""and here's the case nah I'm just kidding"", 'start': 90.259, 'duration': 8.22}, {'text': 'such a trickster honor okay and this is', 'start': 93.2, 'duration': 7.71}, {'text': 'a very rubbery sort of case and it has a', 'start': 98.479, 'duration': 4.56}, {'text': ""rubbery feel on it it's pretty nice"", 'start': 100.91, 'duration': 4.049}, {'text': 'actually it feels pretty high quality', 'start': 103.039, 'duration': 4.89}, {'text': 'and so as you can see this does have you', 'start': 104.959, 'duration': 6.0}, {'text': 'know like a different little charging so', 'start': 107.929, 'duration': 3.961}, {'text': ""you don't have to take it out of the"", 'start': 110.959, 'duration': 2.55}, {'text': 'case to charge it which is always a huge', 'start': 111.89, 'duration': 4.289}, {'text': 'plus of any case trying to figure out', 'start': 113.509, 'duration': 6.211}, {'text': 'how to get this off right okay so there', 'start': 116.179, 'duration': 6.75}, {'text': 'we go it sort of has like a back to it', 'start': 119.72, 'duration': 8.61}, {'text': ""which is plastic so then here's the"", 'start': 122.929, 'duration': 11.131}, {'text': 'little fake iphone so yes there are like', 'start': 128.33, 'duration': 7.5}, {'text': 'two layers to this case this piece is', 'start': 134.06, 'duration': 5.64}, {'text': 'plastic right here and then this is just', 'start': 135.83, 'duration': 6.51}, {'text': 'silicone so I guess you could use the', 'start': 139.7, 'duration': 5.69}, {'text': 'actual case without that plastic piece', 'start': 142.34, 'duration': 5.729}, {'text': 'so this is just a very quick unboxing', 'start': 145.39, 'duration': 5.92}, {'text': 'you can see this has a little flip up', 'start': 148.069, 'duration': 6.121}, {'text': 'for the headphones a little notch for', 'start': 151.31, 'duration': 3.63}, {'text': 'the', 'start': 154.19, 'duration': 4.17}, {'text': ""power they're pretty thin it's pretty"", 'start': 154.94, 'duration': 6.48}, {'text': ""minimal so this won't add too much width"", 'start': 158.36, 'duration': 5.13}, {'text': 'or anything and you see it as little', 'start': 161.42, 'duration': 3.72}, {'text': ""cutouts for speed so that's pretty much"", 'start': 163.49, 'duration': 3.27}, {'text': 'it for this case like i said i will be', 'start': 165.14, 'duration': 4.23}, {'text': ""doing a review of this case so I'm few"", 'start': 166.76, 'duration': 4.59}, {'text': ""more questions i'm at cpu kid on twitter"", 'start': 169.37, 'duration': 4.14}, {'text': ""also check out all my other videos I've"", 'start': 171.35, 'duration': 4.68}, {'text': 'know a plethora of hackintosh videos and', 'start': 173.51, 'duration': 5.88}, {'text': 'you know all those typical stuff but um', 'start': 176.03, 'duration': 6.3}, {'text': 'yes like I said thank you to a e-tech TW', 'start': 179.39, 'duration': 4.62}, {'text': 'for providing this I will definitely be', 'start': 182.33, 'duration': 3.24}, {'text': 'doing a review on it and before I ramble', 'start': 184.01, 'duration': 4.37}, {'text': 'anymore thanks for watching', 'start': 185.57, 'duration': 2.81}]"
QklU,3sf84Sun9FE,"[2, 7, 198, 224, 267, 757]",
jblU,WT3c90y4YHo,"[5, 16]",
YplU,p3WsBrp6Pok,"[2, 7, 305, 2861]",
5HlU,pAcLwE8m_bk,"[71, 152]",
y2lU,pFa2brUjXs8,[66],
MLlU,pLOr4DJfbbU,"[11, 20, 123]",
9AlU,F9x7SMACKfc,"[3, 4]",
hKlU,FFqw-cMNIcU,"[0, 12]",
i0lU,AsqYSC2Ctok,"[2, 30, 55, 104]",
xOlU,Ax9ZXxy3uPA,"[2, 7]",
